Record_ID,Operator_Name,Installation_ID,Time,Solar_Irradiance,Panel_Temperature,Ambient_Temperature,Cloud_Cover,Humidity,Wind_Speed,Rainfall,Dust_Level,Panel_Efficiency,Inverter_Efficiency,Solar_Power_Output
106151,John,INST-5490,17:15,204.8,36.7,36.1,33.4,24.9,4.5,0,23,22.99,92.03,0.22
106152,Arun,INST-7574,4:15,0,22.1,23.5,95.1,83.2,14.9,14.8,7.3,17.12,92.92,0
106153,Ravi,INST-7355,9:45,601.4,30.8,25.6,18.6,21.8,8.2,0,26.4,17.59,98.68,0.9
106154,John,INST-2159,23:00,0,35,36.4,57.3,38.1,0.4,23.4,29.5,21.85,96.17,0
106155,Akash,INST-3561,19:00,0,32.3,32.3,67,34.2,7.6,19.2,5.7,20.8,98.77,0
106156,Meena,INST-2018,7:45,259.8,32.7,32.5,1.4,70.6,2.3,0,1.9,20.18,92.42,0.51
106157,John,INST-5334,13:30,381.1,41.3,37.9,71.7,52,2,7,1.7,17.26,98.12,0.49
106158,Arun,INST-7072,12:00,984,34.8,24.9,1.3,83.2,5.5,0,8.8,20.72,96.93,1.82
106159,Priya,INST-9892,10:00,811.2,37.4,30.6,10.3,90.6,1.5,0,2,22.42,93.87,1.5
106160,Priya,INST-7533,11:30,868.3,40.5,33.2,10.8,29.9,10.2,0,6.3,19.51,93.49,1.37
106161,Akash,INST-2441,18:45,0,31.8,33.4,19.6,88.2,12.2,0,28.8,21.03,96.16,0.03
106162,Ravi,INST-6409,13:45,538.9,35,31.2,54.3,86,3.9,17.2,1.8,20.71,92.83,0.95
106163,Ravi,INST-5432,5:00,0,26.9,28,85.3,40.5,0.9,10.8,7.4,22.32,93.61,0
106164,Divya,INST-4176,12:00,631.6,30.8,25,44.6,63.6,13.9,20.3,11.1,22.43,94.16,1.17
106165,Meena,INST-4295,3:15,0,21,19.5,41.4,48.1,11.3,2.7,26.3,19.51,98.33,0.19
106166,Divya,INST-1393,9:45,328.5,22.4,18.4,62.9,28.6,11.1,22.5,17.7,18.2,95.41,0.55
106167,John,INST-8633,5:45,0,40.1,38.8,31.2,25.1,7,0,23.3,17.52,95.23,0.2
106168,Kumar,INST-6733,10:00,233.3,37.8,36.9,87,21.2,1.5,20.8,24,21.09,97.25,0.58
106169,Akash,INST-8207,20:15,0,24.3,23.7,44.7,85,0.5,7.7,5.1,20.44,98.7,0.11
106170,Arun,INST-7165,19:45,0,40.5,39.1,83.6,58,12.5,9.8,29.9,17.2,94.88,0.13
106171,Akash,INST-5650,6:00,9.2,41.7,40.6,23.2,65.6,14,0,18.7,22.57,95.2,0.15
106172,Priya,INST-6176,14:45,836,38.9,33.8,4.1,75.3,1.4,0,29,20.3,92.15,1.26
106173,Priya,INST-2369,1:00,0,42.2,41.2,69,47.4,13.3,5.4,9.4,19.4,98.41,0.15
106174,John,INST-8330,0:15,0,32.2,33.4,65,37.6,5,14.2,10,19.77,96.37,0.14
106175,Priya,INST-5564,22:45,0,40.5,41,61,40.1,8.7,7.5,4.9,20.27,97.41,0
106176,Ravi,INST-9932,7:15,77.1,28.2,27.5,86.6,69.6,14.1,4.1,14,18.15,94.41,0.1
106177,Divya,INST-8320,4:45,0,29.3,27.9,32.1,85.3,12.1,0,21.1,18.82,95.78,0
106178,John,INST-1592,11:30,801,32.5,26.9,18.9,38,1.1,0,6.4,21.85,93.72,1.78
106179,Akash,INST-1741,15:15,364.1,27.4,26.2,57.9,25.5,9.7,1.3,11.5,22.95,96.18,0.58
106180,Arun,INST-9388,16:00,302.8,27.8,23.5,44.4,73.1,4.2,7.3,18.2,21.43,92.62,0.52
106181,Priya,INST-3524,7:45,188.2,24.8,22.8,33.5,37.1,11.7,0,9.8,18.91,95.14,0.22
106182,John,INST-7061,17:15,196.3,39.5,39.2,31.7,57.2,6.8,0,0.9,22.58,95.99,0.34
106183,Meena,INST-4418,0:15,0,27.2,26.9,69.2,49.3,8.1,13.1,13.9,17.68,93.68,0
106184,Ravi,INST-4989,21:30,0,22.3,22.7,41.4,89.2,7.8,16,2.2,21.28,93.2,0.17
106185,Akash,INST-8086,14:15,248.6,27.3,25.5,85.1,61.4,5.1,13.4,7.7,18.79,94.3,0.36
106186,Ravi,INST-9336,20:45,0,25.4,25.5,25.1,51.2,10.4,0,24.7,22.4,95.53,0.07
106187,John,INST-7473,22:00,0,26.7,27.5,46,63.1,11.1,8.8,0.1,19.19,98.06,0.01
106188,Akash,INST-8198,7:15,219.6,42.9,39.9,15.1,77.9,8.9,0,24,21.29,96.26,0.59
106189,Kumar,INST-2731,4:15,0,36.3,36.9,29.7,38.4,11.3,0,0.3,17.13,98.37,0
106190,Akash,INST-6800,4:15,0,35.7,37.4,94.3,40.7,5.1,23.5,8.8,20.73,97.81,0.01
106191,Akash,INST-5770,21:30,0,39.7,38,86.1,40.2,13.3,17.6,3.6,22.28,94.32,0
106192,John,INST-2227,2:30,0,28,26.5,54.4,80.2,12.5,18.8,3.1,21.73,92.19,0.19
106193,John,INST-4222,0:30,0,24.8,25.7,74.1,24.6,0.5,7.6,13.6,20.16,98.51,0
106194,John,INST-6217,14:30,327.6,26.9,25.9,73.1,68.1,4,10.7,12.5,22.96,98.21,0.5
106195,Kumar,INST-2527,5:30,0,37.4,37.9,54.7,75.4,7.3,19.7,22.2,18.05,97.27,0.15
106196,Meena,INST-3394,2:30,0,23,22.1,55.7,27.4,8.4,14.5,13.3,19.02,98.62,0
106197,Akash,INST-9294,8:00,431.9,26.1,21.1,17,61,7,0,11.6,20.55,96.29,0.61
106198,Meena,INST-7428,19:15,0,23.5,21.7,24.1,77.3,5.1,0,23,19.7,97.71,0
106199,Meena,INST-7243,13:45,793,39.9,33.1,19.5,40.2,7,0,25.4,21.79,96.3,1.41
106200,Meena,INST-2324,19:00,0,33.6,35.1,57.3,90.6,2.1,21.4,6.4,17.2,95.55,0.1
106201,Akash,INST-1470,13:45,285.2,28.8,25.4,84.7,39.6,1.8,6,19.8,21.64,96.41,0.66
106202,Arun,INST-8917,21:00,0,27.4,27.1,21.7,31.3,9,0,18.2,17.91,98.82,0
106203,Divya,INST-7253,5:30,0,24.8,24.5,62.5,71.1,14.8,2.6,10.4,21.08,94.39,0.05
106204,Divya,INST-8894,8:15,378.6,37.1,32.7,25.7,86,0.3,0,27.5,22.37,95.62,0.58
106205,Kumar,INST-6009,16:45,444.3,32.2,26.8,17.6,32.2,3.1,0,22.1,19.88,94.18,0.8
106206,Priya,INST-5157,9:30,292.3,30.6,29.2,67.1,62.1,5,9.8,8.4,20.33,92.62,0.65
106207,Arun,INST-5575,16:30,197,38.5,36.7,70,86.8,11.6,18.2,20.8,20.91,97.97,0.26
106208,Priya,INST-9558,22:30,0,22.1,20.7,86.8,36,9.6,17,24.5,19.35,93.54,0.04
106209,Akash,INST-1442,0:45,0,33.8,33.7,77.7,41.8,8.7,0.9,6.3,21.42,96.78,0.18
106210,Akash,INST-4214,3:15,0,33.4,34,83.7,68.4,1.5,16.7,14,19.55,95.72,0.07
106211,Divya,INST-2969,7:00,87.3,37.5,38.5,80.6,44.4,2.3,1.1,26,21.65,93.21,0.03
106212,Meena,INST-5796,4:00,0,26.7,26.6,87.5,23.8,4.9,11.6,1.6,21.03,98.51,0
106213,Meena,INST-3456,1:00,0,22.4,20.8,43.6,47.9,8.1,16.3,20.6,17.28,97.03,0.2
106214,Meena,INST-2516,13:30,940.4,45.5,38.7,1.4,94.5,1.9,0,13.6,22.17,95.13,1.7
106215,Arun,INST-3978,11:45,791.1,39.1,33.4,23.9,39,0.6,0,5.9,20.93,93.84,1.43
106216,Akash,INST-9400,1:15,0,16.7,18.6,39.1,50.8,14.5,0,19.4,22.79,98.68,0.1
106217,Akash,INST-1678,3:00,0,32.3,30.6,86.4,41.8,9.3,21.8,27.2,17.08,96.41,0
106218,Priya,INST-5848,18:30,0,28.4,27.5,25.4,62.4,6.2,0,18.8,20.55,93.96,0.02
106219,Divya,INST-1676,19:45,0,31.1,31.8,77.5,48,0.8,21.1,19.5,22.21,92.16,0
106220,Ravi,INST-2509,10:15,677.6,38.4,32,24.9,69.5,1,0,9.2,20.49,95.68,1.4
106221,Ravi,INST-1049,18:00,0,19.1,21,41.6,74.6,7.7,20.6,3.4,21.9,97.91,0
106222,Ravi,INST-2872,2:00,0,29,30.3,88.2,56.6,12.2,20.3,10.5,22.12,98.41,0.17
106223,Divya,INST-2158,19:30,0,35.3,33.6,68.4,50.5,2.7,18.2,0,20.66,95.75,0
106224,Ravi,INST-4253,17:45,55.1,27.4,26.7,89,48.3,2.9,7.9,9.2,19.67,97.9,0.15
106225,Kumar,INST-9849,6:45,0,31.5,31.6,44.8,22.7,4.9,14.6,27.5,19.31,98.56,0
106226,Arun,INST-9884,11:30,464.7,40.4,34.7,62.7,21.5,1.9,19.5,7.7,19.36,94.03,0.67
106227,Meena,INST-1126,8:30,180.5,20.2,20.7,75.3,47.3,5.9,12.2,22.4,17.8,95.63,0.29
106228,Priya,INST-9673,11:45,638.3,35.7,30.7,41.6,36.1,10.8,9.7,6.4,17.82,94.48,1.18
106229,Arun,INST-5136,8:30,245.2,32,28.6,61.2,39.6,1.3,14.9,24.5,22.21,98.85,0.54
106230,John,INST-8633,21:45,0,33,33.6,42.5,24,12.5,15.4,9.9,22.83,94.27,0
106231,Akash,INST-3127,11:15,409.9,31.1,29.3,71.5,65.2,4.3,22.6,5,20.8,96.19,0.79
106232,Akash,INST-4875,10:45,525.5,26.4,20.4,46.5,59.7,4.7,2.2,28.8,22.33,98.7,0.79
106233,Arun,INST-1461,7:00,229.2,37.1,35.3,18.4,22,9.1,0,12.4,17.94,97.68,0.52
106234,Divya,INST-6996,20:15,0,33.6,31.6,29.2,82.3,14,0,1.9,19.54,97.59,0
106235,Divya,INST-8032,7:45,78.9,41.5,41.3,74.8,77.6,6.5,15.4,4,21.15,93.07,0.3
106236,Arun,INST-6649,17:30,76.7,41.3,41.6,86.8,48.2,4.3,22.2,17.3,20.89,95.36,0.04
106237,Priya,INST-2000,15:45,415.6,27.7,23.5,46.9,25.2,14.2,19.8,7,19.33,92.6,0.76
106238,John,INST-3738,6:45,15.9,33.6,33.6,10.6,78.9,6.7,0,24.3,18.25,93.56,0
106239,Priya,INST-2692,15:00,628.1,37.8,31.6,13.2,45,5.3,0,14.2,17.93,96.81,1.11
106240,Divya,INST-2058,15:45,523.3,40.9,37.4,28.2,34.5,8.8,0,4.2,21.98,96.69,1.16
106241,Meena,INST-9466,18:15,1,30,28.9,84.1,84.6,14.8,23.9,4.5,18.16,98.02,0
106242,Meena,INST-2332,23:30,0,19.5,21,94.3,68.3,11.7,7,24.5,19.53,94.49,0
106243,Kumar,INST-5499,12:15,297.1,20.2,19.2,85.3,77.5,1.1,2.8,12,22.42,92.01,0.68
106244,Priya,INST-3880,10:30,686.5,29.2,24.5,24.1,42.1,6.4,0,3.8,18.64,92.64,1.3
106245,John,INST-9814,18:00,0,33,32,45.7,64.1,3,5.9,7.1,19.26,94.96,0
106246,Meena,INST-3474,7:45,128.3,31.8,31.8,64.7,59.9,11.5,0.9,26.3,17.07,94.47,0.3
106247,Ravi,INST-3464,17:30,186.1,44.3,41.2,38.5,79.6,5,0,14.2,22.91,96.34,0.52
106248,Akash,INST-7912,16:00,291.8,27.2,24.7,54.4,77.5,6.4,7,13,18.88,97.4,0.45
106249,Kumar,INST-9559,11:45,463.3,23.4,20.9,64.3,32,7.3,0.1,28.6,20.42,96.52,0.67
106250,Meena,INST-8291,7:45,140.7,23.2,23.1,59.1,34,11.4,1,24.9,20.65,93.1,0.3
106251,Priya,INST-8026,23:45,0,35.2,33.5,87.1,36.9,0.2,19.7,21.6,17.71,95.7,0.19
106252,Arun,INST-1339,10:15,456.8,44.7,39.3,59.1,45.2,1.2,13.2,24.9,21.41,93.77,0.69
106253,Meena,INST-3326,2:45,0,35.4,34.5,54.7,83,11,16,20.2,18.12,92.53,0.01
106254,Kumar,INST-1448,1:30,0,27.8,26.5,92.8,57.2,13.9,12.8,11.4,18.7,96.76,0
106255,Akash,INST-7599,17:00,254.6,23.7,23.5,0.7,56.1,14.4,0,28.9,17.58,97.97,0.48
106256,Meena,INST-5046,23:30,0,22.1,23.5,88.3,88.8,1.6,13.6,30,19.45,97.87,0.19
106257,John,INST-4818,5:00,0,29.5,29.2,86,93.4,4.9,14.3,3.5,20.67,97.2,0.01
106258,Divya,INST-8986,21:45,0,30.6,30.6,72.5,49.7,0.3,11.2,1.8,20.54,97.2,0
106259,Arun,INST-8413,13:15,513.2,44.9,40.1,54.2,22.7,6.7,3.3,28.2,20.96,96.68,0.94
106260,Akash,INST-8051,18:30,18.4,17.5,18.9,9.7,84.2,1.9,0,25.4,18.17,94.18,0.15
106261,Ravi,INST-6825,19:45,0,17.9,18.5,29.2,47.1,0.4,0,10,21.58,97.78,0
106262,Akash,INST-1681,9:00,681.4,40.3,36.1,1.7,69.2,8.2,0,7.3,21.94,95.89,1.43
106263,Ravi,INST-1180,12:30,729,31.7,24.6,31.6,85.7,1,0,13.6,22.22,95.95,1.29
106264,Arun,INST-5762,5:15,0,20.6,22.2,71.7,52.9,3.7,19.2,1.3,18.17,97.37,0.03
106265,John,INST-6191,5:30,0,17.7,18.4,69.1,41.9,11.6,1.7,4.8,19.7,94.5,0
106266,Divya,INST-6555,7:30,110.4,42.9,41.6,65.8,29.5,9.4,18,20.9,22.68,97.69,0.33
106267,John,INST-8732,7:45,73.2,31.1,31.7,80.3,48.4,2.2,0,9.6,18.64,92.61,0.13
106268,Meena,INST-6005,7:00,64.6,38,38.9,84.6,67.1,6.4,17.4,28.8,22.98,92.71,0
106269,Meena,INST-6019,15:15,471.1,26.3,23.3,38.5,77.2,2.1,0,12.1,17.8,93.02,0.76
106270,Akash,INST-2593,17:00,170.1,39.4,39.2,45.4,77.5,11.7,1.8,24.2,19.63,93.94,0.15
106271,Arun,INST-5211,1:15,0,25.3,24.9,71,27.3,4.2,14.7,23.7,17.56,92.65,0
106272,Ravi,INST-2296,19:00,0,36,36.8,83.1,32.3,2.3,6.8,16.3,17.37,93.76,0
106273,Akash,INST-4191,6:15,0,22.5,22.5,1.8,64,13.1,0,0.9,18.14,93.88,0
106274,Priya,INST-1150,3:15,0,38.3,39.9,91.3,93.9,12.4,19,10.5,17.24,98.45,0.14
106275,John,INST-8276,11:45,424.1,28.1,22.7,66.8,25.4,0.8,24.1,22.9,20.79,97.85,0.89
106276,John,INST-8443,7:30,242.2,24.4,20.4,2.9,59.4,0.5,0,2.8,21.39,98.93,0.58
106277,Meena,INST-5449,13:00,370.3,46.1,41.3,74.1,57.9,6,7.9,6.1,17.78,97.54,0.43
106278,Divya,INST-8986,23:15,0,35,35.7,52.5,82.5,4,5.7,7.3,20.89,98.4,0
106279,John,INST-7614,7:15,218.1,31.9,28.1,26.2,35.7,0.4,0,15.7,20.31,94.18,0.52
106280,Ravi,INST-3640,11:15,547.6,27.6,21.6,50.6,47.8,3.5,5.7,25.6,17.23,93.68,0.64
106281,John,INST-8380,5:15,0,19.7,18.2,66,94.5,2.8,24.4,4.7,18.95,97.88,0.11
106282,John,INST-3985,6:15,10.6,32.5,33.6,60,54,7.2,6.9,3.6,19.64,97.07,0.05
106283,Divya,INST-1837,19:30,0,36.4,37.9,49.2,44.6,10.7,19.2,15.8,21.11,98.72,0.07
106284,Meena,INST-6123,9:15,343.6,21,18.1,63.2,50.8,3.5,15.7,24.1,20.04,92.53,0.57
106285,Kumar,INST-3917,16:00,359.4,25.1,22.3,32.1,52.2,14.8,0,15.5,21.67,95.98,0.81
106286,Akash,INST-1581,10:00,405.8,35,31.6,64.6,30.3,8.2,6.3,25,22.35,93.4,0.76
106287,Meena,INST-4580,4:00,0,33.2,31.4,24.7,49.1,12.3,0,11.7,17.07,95.48,0
106288,Arun,INST-7921,16:30,463.1,23.9,20.4,7.4,80.6,9.9,0,16.8,19.46,96.27,0.9
106289,Arun,INST-4189,3:30,0,23.7,24.4,76,46.2,13.2,2.5,14.1,18.09,98.37,0.17
106290,Arun,INST-1927,0:30,0,18.2,19.2,64,45.9,4.4,24.1,27,20.17,94,0
106291,Meena,INST-1744,15:00,312.9,29.6,27,64,81.7,3.8,8.8,3.9,17.59,95.13,0.68
106292,John,INST-4354,10:45,479,36.1,34,55.7,48.1,5.2,1.8,25.5,20.61,94.96,0.82
106293,Divya,INST-9538,22:30,0,17.1,18.7,80.1,89.9,0.5,17.9,20.3,22.37,93.7,0.17
106294,Ravi,INST-9307,21:30,0,22.9,24.3,61.8,80.5,2.1,14.7,11.6,17.81,94.09,0.04
106295,John,INST-8486,8:45,258.8,30.9,28.5,56.2,38.8,9.7,13.2,8.2,18.26,94.32,0.39
106296,Priya,INST-3795,1:30,0,30.3,31.2,21,55.4,0.7,0,25.3,17.56,97.62,0
106297,Priya,INST-3479,1:30,0,30.8,31.2,22.7,78.8,5.9,0,2.1,20.02,98.82,0.04
106298,Ravi,INST-6011,11:00,797.7,25.8,20.9,21.5,81.3,1.6,0,20.5,18.71,96.62,1.11
106299,Akash,INST-4952,15:00,260.7,23.6,21.7,79.1,74.5,7.3,11,8,18.66,92.9,0.44
106300,John,INST-9764,17:15,232.8,28.9,28.3,7.9,71.5,10.2,0,21.6,21.8,92.41,0.56
106301,Priya,INST-9938,0:45,0,40.6,40.5,69,70.8,0.2,10.3,18.6,18.34,93.77,0
106302,Meena,INST-8916,12:30,934.9,34.7,28.5,6.4,27.1,1.9,0,0.9,20.78,97.17,1.77
106303,Arun,INST-5624,14:15,300.3,40.1,37,79.5,90.1,4.5,19.7,6.9,21.66,97.36,0.62
106304,Priya,INST-5813,18:45,14.1,24.2,25.6,83.8,83.9,10.2,0.1,7.8,20.15,95.2,0.17
106305,Meena,INST-4331,21:45,0,36.9,36.1,89.5,58.7,10.3,10.8,28.6,20.61,92.45,0.05
106306,Arun,INST-8758,14:30,366.7,22.9,20.1,66.8,32.5,11.8,19.8,6.4,17.64,96.98,0.7
106307,Divya,INST-1084,3:00,0,29.2,29.8,39,51.4,8,0,12.9,20.75,94.24,0.17
106308,John,INST-7565,15:15,229.7,36.1,33.5,83.2,33.9,2.6,14.5,12.7,21.86,97.26,0.59
106309,Ravi,INST-8659,2:00,0,26.9,26,52.7,23,2.3,9.9,28.2,19.2,97.98,0
106310,Ravi,INST-6895,2:00,0,32.3,33.1,99.9,31.2,9.9,14.8,8.7,20.09,97.64,0.09
106311,Priya,INST-3736,13:30,794.5,39.5,34.9,20.2,71.9,0,0,5.4,21.83,97.79,1.62
106312,Kumar,INST-8110,0:30,0,21,19.6,26.8,41.3,5.1,0,29.3,21.48,93.7,0
106313,Divya,INST-9839,11:00,871.2,41,35.1,11.3,87.1,5.2,0,9.5,19.49,96.17,1.72
106314,Kumar,INST-2105,16:15,203.1,39.2,36,75,80.5,12.8,9.6,5.7,17.58,95.93,0.32
106315,Kumar,INST-4981,19:00,0,25.7,24.2,60.1,59.5,0.3,10.8,20.4,20.86,93.93,0
106316,Divya,INST-6115,6:00,0,42.8,41.9,87.3,24.4,12.3,15.1,7.8,21.4,94.92,0
106317,John,INST-3967,9:30,180.6,39.9,38.5,89.6,78,10.3,5.4,1.3,19.8,97.01,0.27
106318,Priya,INST-8334,9:45,381.2,32.6,29.1,57.1,78.3,13.1,10,7.9,17.99,93.52,0.76
106319,Akash,INST-2359,23:00,0,19.7,19.7,56.8,87.3,12.7,15.2,20.2,20.85,97.39,0
106320,Akash,INST-2172,3:00,0,24.2,24.4,55.8,73.7,11.9,21,28.4,20.7,93.79,0
106321,Kumar,INST-5492,12:00,381.1,26.7,22.1,75.9,91.6,1.4,3.5,4.6,20.02,96.45,0.66
106322,John,INST-9604,3:45,0,31.2,29.4,34.1,71.7,1.1,0,4.3,20.43,93.99,0
106323,Arun,INST-2526,2:45,0,33.8,33.2,40.2,51.8,0.9,18.5,23.9,22.08,94.17,0
106324,Ravi,INST-7309,20:15,0,30.4,28.6,25.1,61.6,3.8,0,18,19.7,98.18,0.11
106325,Kumar,INST-8133,13:00,409,35.3,31.8,66.7,53.8,0,0.5,29.4,21.7,93.7,0.53
106326,John,INST-1231,5:30,0,39.3,41,58.5,61.9,10.8,14.6,19.6,22.86,96.26,0.17
106327,Ravi,INST-3016,21:30,0,20.3,18.6,44.5,80.5,2.5,14.1,9.8,19.24,95.99,0
106328,Meena,INST-5813,14:45,493.8,34.3,31.9,54.1,58.9,14.9,2.6,11,20.43,93.72,0.89
106329,Ravi,INST-7663,5:15,0,35.2,36.3,41.4,63.2,13.3,3.3,22.6,18.56,93.3,0.19
106330,Divya,INST-3091,15:45,556.1,46.3,40.7,28.9,22.6,12.6,0,1.3,17.11,95.49,1
106331,Kumar,INST-2923,20:00,0,26.3,26.7,50.6,56.7,6.9,24.5,17.2,21.75,95.24,0
106332,John,INST-5039,8:00,483.3,24.8,21.2,3,38.9,9.4,0,5.4,17.51,98.95,0.91
106333,Akash,INST-2327,23:00,0,36.1,35.5,41.2,58.6,4.6,6.4,3,18.96,98.57,0
106334,Akash,INST-5840,6:45,17.2,31.9,32.4,55.1,70.2,5.7,6.1,25.3,21.31,97.41,0.01
106335,Priya,INST-6402,10:00,681.4,47,40.4,23.8,28.7,10.9,0,18.9,18.31,98.48,1.22
106336,Kumar,INST-3425,14:45,606,40.3,35.3,38.3,38.6,6.7,0,22.7,21.35,94.16,0.92
106337,John,INST-4115,12:45,513.2,39.5,35.5,59.9,20.9,4.1,10.7,12.6,21.51,93.95,0.91
106338,Arun,INST-8504,2:15,0,32.2,32.4,40,69,1.9,0,24.5,17.99,97.11,0.01
106339,Ravi,INST-8828,20:00,0,33.7,34.1,69,27,2.1,1.6,10,19.34,94.7,0
106340,Arun,INST-5947,7:00,120.3,33.4,32.6,57.1,34.1,4,14,20.8,20.85,93.32,0.05
106341,Priya,INST-6261,18:30,2.9,27.8,27.4,83.7,46.8,14.1,14.7,15.4,19.65,97.22,0
106342,Divya,INST-2772,16:45,173.7,33.5,32.3,73.7,45.8,11.6,23.2,1.9,21.51,98.71,0.56
106343,Ravi,INST-8604,3:15,0,33.5,33.3,55.3,41,14.3,23.1,5.7,21.85,97.62,0
106344,John,INST-9078,21:15,0,40,40.1,78.7,26.8,4.7,21.1,17.3,21.96,93.72,0
106345,Akash,INST-8830,12:30,749.2,36.8,29.5,30.3,84.6,15,0,11.9,19.25,94.72,1.41
106346,Akash,INST-5017,8:00,369,39.6,36.1,31.7,22.6,9.8,0,27.2,22.94,92.34,0.81
106347,Akash,INST-9524,6:15,0,36.5,36.1,13.7,41.4,1.3,0,19.9,21.47,98.13,0.05
106348,John,INST-1516,3:00,0,31,31.4,66,51.2,10.8,23.5,13.3,20.64,96.7,0
106349,Divya,INST-4139,15:00,336.6,38.5,34.4,62.5,40.5,6.6,17.2,1.2,21.5,98.14,0.87
106350,Ravi,INST-7745,10:30,488.2,40.1,35.3,51.2,82,7.7,2.1,23.8,18.18,95.44,0.61
106351,Divya,INST-2717,20:15,0,27.9,28.4,52.7,49.4,10.1,22.2,16.4,21.36,92.5,0
106352,Meena,INST-9513,22:15,0,34.5,34.7,42.2,79.8,11.8,18.5,25.3,21.48,95.76,0
106353,Ravi,INST-8835,11:15,276.6,24.1,20.1,85.6,41.3,2.4,10,25,21.38,95.06,0.45
106354,John,INST-5493,7:15,85.9,38.5,37.6,73.3,91.3,5.2,12.1,20.3,20.52,97.77,0.35
106355,Arun,INST-8956,14:45,739.3,28.7,22.8,18.5,38,6.3,0,1.1,21.64,98.13,1.5
106356,Priya,INST-9143,7:15,144.3,28.2,25.5,57.8,70.5,14.3,11.7,15.3,20.3,98.17,0.17
106357,John,INST-5252,22:15,0,42.3,40.4,37.3,25,0.8,0,27.2,19.91,93.7,0.13
106358,Priya,INST-8242,11:45,416.5,32.4,27.6,66.9,21.2,14.5,18.6,13,22.46,98.79,1.01
106359,Kumar,INST-5844,16:45,373.3,39.4,35.1,30.1,29.9,3.1,0,1.6,17.17,95.65,0.78
106360,Kumar,INST-9991,17:45,269.4,32,29.6,3.3,31.7,0.3,0,7.7,22.44,98.76,0.44
106361,Kumar,INST-5000,2:15,0,37.4,39.2,33,86,0.2,0,16.9,22.92,95.23,0.08
106362,Kumar,INST-6035,8:30,322,42,39.4,46.9,55.5,11.4,23.6,6.8,18.74,93.32,0.47
106363,Kumar,INST-6169,18:45,0,27.6,27.6,49.6,34.5,12.6,0.4,1.3,17.94,94.79,0
106364,Akash,INST-8975,12:30,673.5,25.7,18.2,36.9,85.9,3.2,0,7.4,18.86,97.39,1.01
106365,Ravi,INST-8111,20:15,0,23.5,24.4,69.1,82.4,10.5,1.4,28.6,18.38,93.72,0
106366,Divya,INST-5449,5:30,0,30,30.7,33.7,52.9,7.4,0,10.9,18.97,97.77,0.02
106367,John,INST-7719,18:00,0,41.6,40.3,49.1,82.2,6.5,9.4,21.8,19.14,93.79,0
106368,Meena,INST-2488,14:00,613.5,32.9,26.7,33.8,57.2,1.3,0,10.5,18.48,97.15,1.23
106369,Akash,INST-8153,8:15,351.9,30.6,26,38.3,71,7,0,4.2,22.92,97.99,0.86
106370,Arun,INST-7445,13:15,273.2,40.5,36.9,83.6,20.2,8.7,2.6,22.5,19.85,96.43,0.43
106371,Kumar,INST-5902,5:15,0,23.9,23,36.2,69.8,3.6,0,13.1,19.92,96.96,0
106372,Priya,INST-2355,16:15,191.4,42.5,41.3,77.4,42.3,4.5,0.7,13,20.77,95.56,0.53
106373,Ravi,INST-2065,2:15,0,39.7,40,42.7,75,1.3,13.4,27.7,22.86,95.87,0.16
106374,John,INST-9330,23:00,0,39.7,39.8,71.4,43.4,10.8,5.9,14.3,20.65,93.37,0.13
106375,Meena,INST-3736,20:45,0,31.6,32.3,93.7,26.3,7.1,12.2,6.4,21.25,93.19,0.08
106376,Akash,INST-2545,3:15,0,35.4,36.5,27.5,48.6,10.7,0,18.1,18.66,97.4,0
106377,Divya,INST-9343,7:00,192.7,28,26.5,37.9,52.6,3.8,0,16.7,21.27,92.62,0.24
106378,John,INST-4026,11:45,904.8,36.7,29.9,7.2,29.8,10.9,0,11,17.58,96.1,1.57
106379,Divya,INST-6133,13:30,268.7,20.3,18.6,85.6,89.1,2.7,15.4,8,18.82,97.57,0.62
106380,Arun,INST-1448,22:45,0,37.4,37.5,91.1,39.3,10.2,4.8,16.9,20.45,96.83,0
106381,Priya,INST-2426,4:15,0,23.4,21.8,70.2,36.3,12.3,24.1,15.2,19.72,95.42,0.09
106382,Divya,INST-4308,3:15,0,17.7,18.3,45.2,55.8,3.7,23.4,21,22.3,92.19,0.13
106383,Kumar,INST-8231,16:45,433,42.5,39,20.4,27.8,7.6,0,15.2,22.32,94.78,0.74
106384,Kumar,INST-7414,15:30,477.7,38.8,34.1,36.9,38.5,13.1,0,8.1,19.78,97.6,1.08
106385,Divya,INST-7191,17:00,133.5,23.6,24.3,57.5,60.1,4.4,17.9,23.1,17.08,96.33,0.37
106386,Kumar,INST-6188,23:30,0,34.8,35.3,50.2,88.1,0.8,0.2,16.9,17.89,98.6,0.02
106387,Ravi,INST-4489,21:15,0,17.9,19.5,54.9,86.9,3.7,20.1,16.8,20.36,94.86,0.04
106388,Akash,INST-7703,5:15,0,32.3,31.7,35.6,33.4,6.3,0,10.6,19.06,98.52,0
106389,Kumar,INST-6265,15:45,370.7,28.3,23.7,60.5,49.9,10.6,21.9,23.5,22.46,96.3,0.73
106390,Meena,INST-3258,3:30,0,30.8,31.6,89.8,63.3,8.2,14.7,16.6,22.04,92.25,0
106391,Meena,INST-5277,14:15,543.4,39.2,32.8,46.6,78.7,1.8,20.2,22.1,21.5,95.6,0.94
106392,Divya,INST-9365,0:30,0,37.7,37.4,90.5,27.4,7.5,16,24.8,21.56,93.09,0
